speaker,category,file_name,wav_path,transcript
jvs062,whisper10,BASIC5000_2892,..\dataset\jvs_ver1\jvs_ver1\jvs062\whisper10\wav24kHz16bit\BASIC5000_2892.wav,和服姿の男性は、東京ではもうあまり見かけない。
jvs062,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs062\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs063,parallel100,VOICEACTRESS100_017,..\dataset\jvs_ver1\jvs_ver1\jvs063\parallel100\wav24kHz16bit\VOICEACTRESS100_017.wav,ただし、ギャンブル依存症の入院治療を行っている病院は、わずかである。
jvs063,nonpara30,TRAVEL1000_0280,..\dataset\jvs_ver1\jvs_ver1\jvs063\nonpara30\wav24kHz16bit\TRAVEL1000_0280.wav,食事を給仕される所では、チップは必要で、単に買うところでは不要です。
jvs063,whisper10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs063\whisper10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs063,falset10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs063\falset10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs064,parallel100,VOICEACTRESS100_061,..\dataset\jvs_ver1\jvs_ver1\jvs064\parallel100\wav24kHz16bit\VOICEACTRESS100_061.wav,ポイントガードから、スモールフォワードまでこなせる、総合力が高いユーティリティープレーヤーである。
jvs064,nonpara30,BASIC5000_0847,..\dataset\jvs_ver1\jvs_ver1\jvs064\nonpara30\wav24kHz16bit\BASIC5000_0847.wav,例えば、あなたのような若い人たちが、この仕事には必要だ。
jvs064,whisper10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs064\whisper10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs064,falset10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs064\falset10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs065,parallel100,VOICEACTRESS100_025,..\dataset\jvs_ver1\jvs_ver1\jvs065\parallel100\wav24kHz16bit\VOICEACTRESS100_025.wav,その飄々とした人柄が、老若男女に慕われている。
jvs065,nonpara30,BASIC5000_1187,..\dataset\jvs_ver1\jvs_ver1\jvs065\nonpara30\wav24kHz16bit\BASIC5000_1187.wav,翌朝、雪だるまは跡形もなく消え失せていた。
jvs065,whisper10,BASIC5000_2669,..\dataset\jvs_ver1\jvs_ver1\jvs065\whisper10\wav24kHz16bit\BASIC5000_2669.wav,だぶだぶの上着が、最新の流行なのだ。
jvs065,falset10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs065\falset10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs066,parallel100,VOICEACTRESS100_046,..\dataset\jvs_ver1\jvs_ver1\jvs066\parallel100\wav24kHz16bit\VOICEACTRESS100_046.wav,フォーミュラカーは、通常、オープンホイールで、シングルシーターである。
jvs066,nonpara30,BASIC5000_1943,..\dataset\jvs_ver1\jvs_ver1\jvs066\nonpara30\wav24kHz16bit\BASIC5000_1943.wav,考えることは自由であるとは、一般に言われていることだ。
jvs066,whisper10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs066\whisper10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs066,falset10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs066\falset10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs067,parallel100,VOICEACTRESS100_094,..\dataset\jvs_ver1\jvs_ver1\jvs067\parallel100\wav24kHz16bit\VOICEACTRESS100_094.wav,若き日の反逆ゆえに、宇宙の中央を追放されて、惑星、地球にやってきた主人公、ベルゼバブが、宇宙船カルナークのなかで、孫に語る壮大な物語。
jvs067,nonpara30,BASIC5000_0418,..\dataset\jvs_ver1\jvs_ver1\jvs067\nonpara30\wav24kHz16bit\BASIC5000_0418.wav,帰って来るまで、ここで待っていてください。
jvs067,whisper10,BASIC5000_1310,..\dataset\jvs_ver1\jvs_ver1\jvs067\whisper10\wav24kHz16bit\BASIC5000_1310.wav,彼独自のやり方は、われわれの間では人気がない。
jvs067,falset10,BASIC5000_0480,..\dataset\jvs_ver1\jvs_ver1\jvs067\falset10\wav24kHz16bit\BASIC5000_0480.wav,一難去ってまた一難、またまた難題が社長から、トップダウンで降りてきたよ。
jvs068,parallel100,VOICEACTRESS100_052,..\dataset\jvs_ver1\jvs_ver1\jvs068\parallel100\wav24kHz16bit\VOICEACTRESS100_052.wav,学校や病院などの、給食業務で、栄養素を計算する上で、重要な資料のひとつである。
jvs068,nonpara30,TRAVEL1000_0522,..\dataset\jvs_ver1\jvs_ver1\jvs068\nonpara30\wav24kHz16bit\TRAVEL1000_0522.wav,オープンマーケットは、どちらの方向ですか。
jvs068,whisper10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs068\whisper10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs068,falset10,BASIC5000_1759,..\dataset\jvs_ver1\jvs_ver1\jvs068\falset10\wav24kHz16bit\BASIC5000_1759.wav,彼きっと、その企てに成功するだろう。
jvs069,parallel100,VOICEACTRESS100_032,..\dataset\jvs_ver1\jvs_ver1\jvs069\parallel100\wav24kHz16bit\VOICEACTRESS100_032.wav,キー局が発信する、ニュースネットワーク名を冠したタイトルの、ニュース番組の中では、レギュラー放送が、最も多い。
jvs069,nonpara30,BASIC5000_1134,..\dataset\jvs_ver1\jvs_ver1\jvs069\nonpara30\wav24kHz16bit\BASIC5000_1134.wav,娘がときどき、私の見舞いにきてくれた。
jvs069,whisper10,TRAVEL1000_0601,..\dataset\jvs_ver1\jvs_ver1\jvs069\whisper10\wav24kHz16bit\TRAVEL1000_0601.wav,メールルームは、国際郵便も扱えますか。
jvs069,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs069\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs070,parallel100,VOICEACTRESS100_058,..\dataset\jvs_ver1\jvs_ver1\jvs070\parallel100\wav24kHz16bit\VOICEACTRESS100_058.wav,スウェーデン移民の両親の許に、マサチューセッツ州、ケンブリッジにて生まれる。
jvs070,nonpara30,BASIC5000_0921,..\dataset\jvs_ver1\jvs_ver1\jvs070\nonpara30\wav24kHz16bit\BASIC5000_0921.wav,ことは、私たちが予想していたよりも、順調に進んでいる。
jvs070,whisper10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs070\whisper10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs070,falset10,BASIC5000_1955,..\dataset\jvs_ver1\jvs_ver1\jvs070\falset10\wav24kHz16bit\BASIC5000_1955.wav,土手の向こうに屋根が見えるのが、鈴木君の家です。
jvs071,parallel100,VOICEACTRESS100_036,..\dataset\jvs_ver1\jvs_ver1\jvs071\parallel100\wav24kHz16bit\VOICEACTRESS100_036.wav,番組冒頭を、東京ムービー製作のアニメーションで、表現する点も、共通していた。
jvs071,nonpara30,BASIC5000_2441,..\dataset\jvs_ver1\jvs_ver1\jvs071\nonpara30\wav24kHz16bit\BASIC5000_2441.wav,省エネルギーの全国運動が展開中だ。
jvs071,whisper10,UT-PARAPHRASE-sent106-phrase2,..\dataset\jvs_ver1\jvs_ver1\jvs071\whisper10\wav24kHz16bit\UT-PARAPHRASE-sent106-phrase2.wav,しかし、どうすれば能力が身につくのか、全く見当がつかなかった。
jvs071,falset10,BASIC5000_0509,..\dataset\jvs_ver1\jvs_ver1\jvs071\falset10\wav24kHz16bit\BASIC5000_0509.wav,悪漢は、金銭登録機のお金を要求した。
jvs072,parallel100,VOICEACTRESS100_057,..\dataset\jvs_ver1\jvs_ver1\jvs072\parallel100\wav24kHz16bit\VOICEACTRESS100_057.wav,このジェシー役でステイモスは、エミー賞にノミネートされたこともある。
jvs072,nonpara30,TRAVEL1000_0790,..\dataset\jvs_ver1\jvs_ver1\jvs072\nonpara30\wav24kHz16bit\TRAVEL1000_0790.wav,この関税の申告書に、記入してください。
jvs072,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs072\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs072,falset10,BASIC5000_0813,..\dataset\jvs_ver1\jvs_ver1\jvs072\falset10\wav24kHz16bit\BASIC5000_0813.wav,全校生徒が、新しい規則に反対している。
jvs073,parallel100,VOICEACTRESS100_007,..\dataset\jvs_ver1\jvs_ver1\jvs073\parallel100\wav24kHz16bit\VOICEACTRESS100_007.wav,時間領域と、空間領域で共通する処理手法は、フィルタリングによる、入力信号の強化である。
jvs073,nonpara30,TRAVEL1000_0136,..\dataset\jvs_ver1\jvs_ver1\jvs073\nonpara30\wav24kHz16bit\TRAVEL1000_0136.wav,皆さんがご存じのように、最近、従業者が遅刻をしているという問題があります。
jvs073,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs073\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs073,falset10,BASIC5000_0811,..\dataset\jvs_ver1\jvs_ver1\jvs073\falset10\wav24kHz16bit\BASIC5000_0811.wav,心配しないで、お前の面倒は見るから。
jvs074,parallel100,VOICEACTRESS100_012,..\dataset\jvs_ver1\jvs_ver1\jvs074\parallel100\wav24kHz16bit\VOICEACTRESS100_012.wav,構造は、鋼製の単一アーチで、橋脚は、石積みである。
jvs074,nonpara30,UT-PARAPHRASE-sent101-phrase1,..\dataset\jvs_ver1\jvs_ver1\jvs074\nonpara30\wav24kHz16bit\UT-PARAPHRASE-sent101-phrase1.wav,高校生なので、エラーは仕方ない。
jvs074,whisper10,ONOMATOPEE300_186,..\dataset\jvs_ver1\jvs_ver1\jvs074\whisper10\wav24kHz16bit\ONOMATOPEE300_186.wav,この店のうどんは、麺にシコシコとコシがあっておいしい。
jvs074,falset10,BASIC5000_1702,..\dataset\jvs_ver1\jvs_ver1\jvs074\falset10\wav24kHz16bit\BASIC5000_1702.wav,非通知は恐いから、出ない方がいいよ。
jvs075,parallel100,VOICEACTRESS100_053,..\dataset\jvs_ver1\jvs_ver1\jvs075\parallel100\wav24kHz16bit\VOICEACTRESS100_053.wav,当時、あやしいワールドに常駐していた擬古猫が、空白にて発表。
jvs075,nonpara30,BASIC5000_2183,..\dataset\jvs_ver1\jvs_ver1\jvs075\nonpara30\wav24kHz16bit\BASIC5000_2183.wav,退社前に、電灯や、暖房器を消すことになっている。
jvs075,whisper10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs075\whisper10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs075,falset10,UT-PARAPHRASE-sent004-phrase1,..\dataset\jvs_ver1\jvs_ver1\jvs075\falset10\wav24kHz16bit\UT-PARAPHRASE-sent004-phrase1.wav,同署は、犯行の動機などを、調べている。
jvs076,parallel100,VOICEACTRESS100_052,..\dataset\jvs_ver1\jvs_ver1\jvs076\parallel100\wav24kHz16bit\VOICEACTRESS100_052.wav,学校や病院などの、給食業務で、栄養素を計算する上で、重要な資料のひとつである。
jvs076,nonpara30,UT-PARAPHRASE-sent194-phrase2,..\dataset\jvs_ver1\jvs_ver1\jvs076\nonpara30\wav24kHz16bit\UT-PARAPHRASE-sent194-phrase2.wav,魚介類の消費についても同様の状況だ。
jvs076,whisper10,BASIC5000_0268,..\dataset\jvs_ver1\jvs_ver1\jvs076\whisper10\wav24kHz16bit\BASIC5000_0268.wav,恥をかくくらいなら、死んだほうがましだ。
jvs076,falset10,BASIC5000_2832,..\dataset\jvs_ver1\jvs_ver1\jvs076\falset10\wav24kHz16bit\BASIC5000_2832.wav,低金利で、企業の金融機関からの借入は増えている。
jvs077,parallel100,VOICEACTRESS100_049,..\dataset\jvs_ver1\jvs_ver1\jvs077\parallel100\wav24kHz16bit\VOICEACTRESS100_049.wav,プレイヤーキャラクターは、宮殿を占拠した、邪悪なクリーチャーに遭遇する。
jvs077,nonpara30,BASIC5000_0083,..\dataset\jvs_ver1\jvs_ver1\jvs077\nonpara30\wav24kHz16bit\BASIC5000_0083.wav,ガットの新決議案は、かなりの衝撃を与える可能性があります。
jvs077,whisper10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs077\whisper10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs077,falset10,UT-PARAPHRASE-sent170-phrase1,..\dataset\jvs_ver1\jvs_ver1\jvs077\falset10\wav24kHz16bit\UT-PARAPHRASE-sent170-phrase1.wav,医師として多くの患者の死に立ち会い、死を見つめてきた修練もあろう。
jvs078,parallel100,VOICEACTRESS100_059,..\dataset\jvs_ver1\jvs_ver1\jvs078\parallel100\wav24kHz16bit\VOICEACTRESS100_059.wav,球宴のファン投票でも、人気が偶像化していた、長嶋茂雄に肉薄する。
jvs078,nonpara30,BASIC5000_2037,..\dataset\jvs_ver1\jvs_ver1\jvs078\nonpara30\wav24kHz16bit\BASIC5000_2037.wav,君らは、自らの責任において、自らの良心に照らし合わせ、決定を下さなければならない。
jvs078,whisper10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs078\whisper10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs078,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs078\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs079,parallel100,VOICEACTRESS100_085,..\dataset\jvs_ver1\jvs_ver1\jvs079\parallel100\wav24kHz16bit\VOICEACTRESS100_085.wav,遺灰のほとんどは、スウェーデン西海岸の、ブーヒュースレーン地方の小島にある漁村、フヤルバッカ周辺の海に、散骨された。
jvs079,nonpara30,LOANWORD128_101,..\dataset\jvs_ver1\jvs_ver1\jvs079\nonpara30\wav24kHz16bit\LOANWORD128_101.wav,フェラーリは、イタリアに本社を置く自動車メーカーである。
jvs079,whisper10,VOICEACTRESS100_003,..\dataset\jvs_ver1\jvs_ver1\jvs079\whisper10\wav24kHz16bit\VOICEACTRESS100_003.wav,コンピュータゲームのメーカーや、業界団体などに関連する人物のカテゴリ。
jvs079,falset10,LOANWORD128_101,..\dataset\jvs_ver1\jvs_ver1\jvs079\falset10\wav24kHz16bit\LOANWORD128_101.wav,フェラーリは、イタリアに本社を置く自動車メーカーである。
jvs080,parallel100,VOICEACTRESS100_025,..\dataset\jvs_ver1\jvs_ver1\jvs080\parallel100\wav24kHz16bit\VOICEACTRESS100_025.wav,その飄々とした人柄が、老若男女に慕われている。
jvs080,nonpara30,BASIC5000_1182,..\dataset\jvs_ver1\jvs_ver1\jvs080\nonpara30\wav24kHz16bit\BASIC5000_1182.wav,貯金箱には、お金は全く残っていなかった。
jvs080,whisper10,BASIC5000_2926,..\dataset\jvs_ver1\jvs_ver1\jvs080\whisper10\wav24kHz16bit\BASIC5000_2926.wav,２時間後の便ではいかがでしょうか。
jvs080,falset10,BASIC5000_0058,..\dataset\jvs_ver1\jvs_ver1\jvs080\falset10\wav24kHz16bit\BASIC5000_0058.wav,ヨシオは、性格は母親に、容貌は、父親に似ている。
jvs081,parallel100,VOICEACTRESS100_075,..\dataset\jvs_ver1\jvs_ver1\jvs081\parallel100\wav24kHz16bit\VOICEACTRESS100_075.wav,楽曲のセンターポジションは、エーケービーフォーティーエイトの、高橋みなみが務めた。
jvs081,nonpara30,BASIC5000_2922,..\dataset\jvs_ver1\jvs_ver1\jvs081\nonpara30\wav24kHz16bit\BASIC5000_2922.wav,あなたが英語を習得するには、長い時間がかかるだろう。
jvs081,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs081\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs081,falset10,BASIC5000_2061,..\dataset\jvs_ver1\jvs_ver1\jvs081\falset10\wav24kHz16bit\BASIC5000_2061.wav,ハゲタカが突っつく死んだ鹿とか、他の動物の食べ残しとか、そういう腐った肉を死肉と書きました。
jvs082,parallel100,VOICEACTRESS100_096,..\dataset\jvs_ver1\jvs_ver1\jvs082\parallel100\wav24kHz16bit\VOICEACTRESS100_096.wav,ペンシルベニア州、ピッツバーグの、アレゲーニー高校を卒業し、カリフォルニア大学、バークレー校に入学。
jvs082,nonpara30,BASIC5000_1742,..\dataset\jvs_ver1\jvs_ver1\jvs082\nonpara30\wav24kHz16bit\BASIC5000_1742.wav,独立して、自分の力を試したらどうですか。
jvs082,whisper10,BASIC5000_1638,..\dataset\jvs_ver1\jvs_ver1\jvs082\whisper10\wav24kHz16bit\BASIC5000_1638.wav,医療費、年金給付の、抑制策の決め手はないといえよう。
jvs082,falset10,BASIC5000_1338,..\dataset\jvs_ver1\jvs_ver1\jvs082\falset10\wav24kHz16bit\BASIC5000_1338.wav,会わないでいると、人の心は、いっそう愛情が深くなる。
jvs083,parallel100,VOICEACTRESS100_075,..\dataset\jvs_ver1\jvs_ver1\jvs083\parallel100\wav24kHz16bit\VOICEACTRESS100_075.wav,楽曲のセンターポジションは、エーケービーフォーティーエイトの、高橋みなみが務めた。
jvs083,nonpara30,TRAVEL1000_0186,..\dataset\jvs_ver1\jvs_ver1\jvs083\nonpara30\wav24kHz16bit\TRAVEL1000_0186.wav,両方で、4ドル90セントです。
jvs083,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs083\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs083,falset10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs083\falset10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs084,parallel100,VOICEACTRESS100_021,..\dataset\jvs_ver1\jvs_ver1\jvs084\parallel100\wav24kHz16bit\VOICEACTRESS100_021.wav,痛みは、点滴より鎮痛薬を、静脈投与することで、鎮痛を行う。
jvs084,nonpara30,BASIC5000_0178,..\dataset\jvs_ver1\jvs_ver1\jvs084\nonpara30\wav24kHz16bit\BASIC5000_0178.wav,ぐずぐずしていたために、高いホテルに一晩、泊まらざるをえなくなった。
jvs084,whisper10,VOICEACTRESS100_004,..\dataset\jvs_ver1\jvs_ver1\jvs084\whisper10\wav24kHz16bit\VOICEACTRESS100_004.wav,サービスマネージャー導入駅のため、大井町駅から、遠隔管理している。
jvs084,falset10,BASIC5000_0705,..\dataset\jvs_ver1\jvs_ver1\jvs084\falset10\wav24kHz16bit\BASIC5000_0705.wav,胃痛のことで、医者に診てもらいたい。
jvs085,parallel100,VOICEACTRESS100_024,..\dataset\jvs_ver1\jvs_ver1\jvs085\parallel100\wav24kHz16bit\VOICEACTRESS100_024.wav,このため、プラズマ中のイオンや、電子の持つ、平均運動エネルギーを、温度で表現することがある。
jvs085,nonpara30,BASIC5000_0537,..\dataset\jvs_ver1\jvs_ver1\jvs085\nonpara30\wav24kHz16bit\BASIC5000_0537.wav,１枚の落ち葉が、水面に浮かんでいた。
jvs085,whisper10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs085\whisper10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs085,falset10,BASIC5000_1686,..\dataset\jvs_ver1\jvs_ver1\jvs085\falset10\wav24kHz16bit\BASIC5000_1686.wav,陰口を言われるのが好きな人はいない。
jvs086,parallel100,VOICEACTRESS100_087,..\dataset\jvs_ver1\jvs_ver1\jvs086\parallel100\wav24kHz16bit\VOICEACTRESS100_087.wav,福岡ダイエーホークスではなく、長距離砲の補強を目指していた、大阪近鉄バファローズから、オファーを受けて入団。
jvs086,nonpara30,TRAVEL1000_0688,..\dataset\jvs_ver1\jvs_ver1\jvs086\nonpara30\wav24kHz16bit\TRAVEL1000_0688.wav,その氏名と住所を持っています。
jvs086,whisper10,BASIC5000_2358,..\dataset\jvs_ver1\jvs_ver1\jvs086\whisper10\wav24kHz16bit\BASIC5000_2358.wav,おれたちは行くのに、おまえたちは行かぬ。
jvs086,falset10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs086\falset10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs087,parallel100,VOICEACTRESS100_016,..\dataset\jvs_ver1\jvs_ver1\jvs087\parallel100\wav24kHz16bit\VOICEACTRESS100_016.wav,この、ニューサウスウェールズ代表チームが、ワラビーズの中核となって行く。
jvs087,nonpara30,TRAVEL1000_0950,..\dataset\jvs_ver1\jvs_ver1\jvs087\nonpara30\wav24kHz16bit\TRAVEL1000_0950.wav,そして、ツアーの始まる日ですと、返金はありません。
jvs087,whisper10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs087\whisper10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs087,falset10,BASIC5000_2288,..\dataset\jvs_ver1\jvs_ver1\jvs087\falset10\wav24kHz16bit\BASIC5000_2288.wav,俺、この件に関して、ノータッチなんで。
jvs088,parallel100,VOICEACTRESS100_075,..\dataset\jvs_ver1\jvs_ver1\jvs088\parallel100\wav24kHz16bit\VOICEACTRESS100_075.wav,楽曲のセンターポジションは、エーケービーフォーティーエイトの、高橋みなみが務めた。
jvs088,nonpara30,BASIC5000_2029,..\dataset\jvs_ver1\jvs_ver1\jvs088\nonpara30\wav24kHz16bit\BASIC5000_2029.wav,個々の戦闘には、みな勝っても、戦争に負けることがある。
jvs088,whisper10,BASIC5000_1275,..\dataset\jvs_ver1\jvs_ver1\jvs088\whisper10\wav24kHz16bit\BASIC5000_1275.wav,利己的な人は、自分の感情しか考えない。
jvs089,parallel100,VOICEACTRESS100_081,..\dataset\jvs_ver1\jvs_ver1\jvs089\parallel100\wav24kHz16bit\VOICEACTRESS100_081.wav,モーイーデーン岩壁地域の上部は、プラーサートプラウィハーン寺院遺跡へ繋がる、タイ側参道に続いている。
jvs089,nonpara30,BASIC5000_0285,..\dataset\jvs_ver1\jvs_ver1\jvs089\nonpara30\wav24kHz16bit\BASIC5000_0285.wav,鳥であったら、あなたのもとへ飛んでいっただろうに。
jvs089,whisper10,VOICEACTRESS100_002,..\dataset\jvs_ver1\jvs_ver1\jvs089\whisper10\wav24kHz16bit\VOICEACTRESS100_002.wav,ニューイングランド風は、牛乳をベースとした、白いクリームスープであり、ボストンクラムチャウダーとも呼ばれる。
jvs089,falset10,VOICEACTRESS100_005,..\dataset\jvs_ver1\jvs_ver1\jvs089\falset10\wav24kHz16bit\VOICEACTRESS100_005.wav,シルバーサーファー襲撃事件までに、リチャーズは、チーム名と共に、国際的にスーパーヒーロー、および、有名人として、認知されている。
jvs090,parallel100,VOICEACTRESS100_073,..\dataset\jvs_ver1\jvs_ver1\jvs090\parallel100\wav24kHz16bit\VOICEACTRESS100_073.wav,上院議員として、バーンウェルは、カリフォルニア州の、連邦加入に賛成した。
jvs090,nonpara30,BASIC5000_2742,..\dataset\jvs_ver1\jvs_ver1\jvs090\nonpara30\wav24kHz16bit\BASIC5000_2742.wav,進行状況は毎日確認され、データベースに記録される。
jvs090,whisper10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs090\whisper10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs090,falset10,UT-PARAPHRASE-sent254-phrase2,..\dataset\jvs_ver1\jvs_ver1\jvs090\falset10\wav24kHz16bit\UT-PARAPHRASE-sent254-phrase2.wav,ある本が米国で話題となっても、日本語訳が出るまでには一定の期間遅れる。
jvs091,parallel100,VOICEACTRESS100_027,..\dataset\jvs_ver1\jvs_ver1\jvs091\parallel100\wav24kHz16bit\VOICEACTRESS100_027.wav,町域にあった、三根山藩は、長岡藩に、米百俵を送ったことで有名。
jvs091,nonpara30,TRAVEL1000_0027,..\dataset\jvs_ver1\jvs_ver1\jvs091\nonpara30\wav24kHz16bit\TRAVEL1000_0027.wav,翌日配達の受付締切時間は何時ですか。
jvs091,whisper10,VOICEACTRESS100_001,..\dataset\jvs_ver1\jvs_ver1\jvs091\whisper10\wav24kHz16bit\VOICEACTRESS100_001.wav,また、東寺のように、五大明王と呼ばれる、主要な明王の中央に配されることも多い。
jvs091,falset10,TRAVEL1000_0246,..\dataset\jvs_ver1\jvs_ver1\jvs091\falset10\wav24kHz16bit\TRAVEL1000_0246.wav,ええっと、もし可能なら、ブースの席がよいのですが。
jvs092,parallel100,VOICEACTRESS100_034,..\dataset\jvs_ver1\jvs_ver1\jvs092\parallel100\wav24kHz16bit\VOICEACTRESS100_034.wav,長母音を省略して、エリュシオンとも表記される。
jvs092,nonpara30,BASIC5000_2306,..\dataset\jvs_ver1\jvs_ver1\jvs092\nonpara30\wav24kHz16bit\BASIC5000_2306.wav,真夏に働くというのは、あまり気分がよくないね。
jvs092,whisper10,BASIC5000_2306,..\dataset\jvs_ver1\jvs_ver1\jvs092\whisper10\wav24kHz16bit\BASIC5000_2306.wav,真夏に働くというのは、あまり気分がよくないね。
jvs092,falset10,TRAVEL1000_0298,..\dataset\jvs_ver1\jvs_ver1\jvs092\falset10\wav24kHz16bit\TRAVEL1000_0298.wav,0と、電話番号をダイアルして、オペレーターにそのように言ってください。
jvs093,parallel100,VOICEACTRESS100_059,..\dataset\jvs_ver1\jvs_ver1\jvs093\parallel100\wav24kHz16bit\VOICEACTRESS100_059.wav,球宴のファン投票でも、人気が偶像化していた、長嶋茂雄に肉薄する。
jvs093,nonpara30,BASIC5000_1586,..\dataset\jvs_ver1\jvs_ver1\jvs093\nonpara30\wav24kHz16bit\BASIC5000_1586.wav,切れた血管から、血が、どくどくと流れ出た。
jvs093,whisper10,BASIC5000_1412,..\dataset\jvs_ver1\jvs_ver1\jvs093\whisper10\wav24kHz16bit\BASIC5000_1412.wav,名簿に私の名前も、追加してください。
jvs093,falset10,BASIC5000_1284,..\dataset\jvs_ver1\jvs_ver1\jvs093\falset10\wav24kHz16bit\BASIC5000_1284.wav,未知の語に出会った時には、辞書で調べなければならない。
